trimestre,nomeBandeira,nomeFuncao,modalidade,qtdCartoesEmitidos,qtdCartoesAtivos
20252,Elo,Débito,Puro,667823,554075
20252,MasterCard,Crédito,Puro,9463751,6829999
20252,Outras,Crédito,Puro,1033531,303623
20251,VISA,Débito,Co-branded,704316,32180
20252,American Express,Crédito,Puro,56527,43072
20252,VISA,Débito,Co-branded,275076,247568
20252,MasterCard,Débito,Puro,1044163,370634
20251,VISA,Pré-Pago,Puro,17655786,3307365
20252,MasterCard,Pré-Pago,Puro,3208924,144203
20251,MasterCard,Crédito,Híbrido,68495,50330
20251,Elo,Pré-Pago,Puro,240923,166525
20252,VISA,Débito,Puro,1573692,944880
20252,MasterCard,Débito,Puro,848912,199313
20252,Elo,Pré-Pago,Co-branded,3104,403
20252,VISA,Crédito,Puro,4081158,2110697
20252,MasterCard,Pré-Pago,Puro,2304580,112462
20251,VISA,Débito,Puro,225274279,50328520
20252,Elo,Pré-Pago,Puro,6770,0
20251,VISA,Débito,Co-branded,260842,234758
20252,Elo,Pré-Pago,Co-branded,3723933,1985234
20251,VISA,Crédito,Híbrido,81188,62107
20252,Outras,Crédito,Puro,1033286,398841
20252,VISA,Débito,Puro,15376920,7568257
20252,MasterCard,Pré-Pago,Puro,742596,255422
20252,American Express,Crédito,Co-branded,37827,29392
20251,MasterCard,Débito,Puro,73432487,11131606
20252,Hipercard,Crédito,Puro,17939,5951
20251,MasterCard,Crédito,Híbrido,6994472,2372103
20251,Elo,Pré-Pago,Puro,77341,71
20251,Outras,Débito,Puro,4113072,1667785
20251,MasterCard,Crédito,Co-branded,249248,9360
20251,American Express,Pré-Pago,Puro,39,10
20251,Elo,Pré-Pago,Co-branded,3154344,1815971
20252,VISA,Pré-Pago,Puro,121913,29636
20252,MasterCard,Débito,Puro,76149546,43130895
20251,Elo,Crédito,Puro,27029,15237
20252,Elo,Crédito,Puro,363380,333629
20252,Bandeira própria,Crédito,Puro,7255678,2496797
20251,VISA,Débito,Puro,6821894,3064798
20251,MasterCard,Crédito,Híbrido,4876668,4079376
20252,MasterCard,Crédito,Co-branded,929245,756740
20251,VISA,Crédito,Puro,683712,371268
20252,VISA,Pré-Pago,Puro,97281499,18273611
20251,VISA,Crédito,Puro,9121671,6553463
20252,Outras,Débito,Puro,96886,78630
20252,VISA,Crédito,Híbrido,6845936,1686436
20252,VISA,Crédito,Co-branded,6339270,394586
20252,MasterCard,Crédito,Híbrido,42244,19388
20252,MasterCard,Crédito,Puro,6204076,1868434
20252,Elo,Débito,Puro,988397,336498
20252,MasterCard,Débito,Co-branded,18589,3424
20251,MasterCard,Crédito,Híbrido,41919,20173
20252,VISA,Crédito,Co-branded,430140,403668
20251,VISA,Crédito,Híbrido,6510747,1634635
20252,American Express,Crédito,Puro,302834,229901
20252,VISA,Pré-Pago,Puro,2657644,753603
20251,VISA,Pré-Pago,Puro,90240629,17568747
20252,VISA,Pré-Pago,Puro,16742436,2843315
20251,VISA,Pré-Pago,Puro,41,25
20252,VISA,Débito,Híbrido,88044,74843
20251,American Express,Crédito,Co-branded,38172,30173
20252,American Express,Pré-Pago,Puro,39,14
20252,VISA,Crédito,Puro,8467204,6348085
20251,American Express,Crédito,Puro,567,334
20251,VISA,Pré-Pago,Puro,24320182,6680001
20251,MasterCard,Débito,Co-branded,411347,108202
20252,MasterCard,Crédito,Co-branded,11872782,130834
20251,Bandeira própria,Crédito,Híbrido,661818,283607
20252,Elo,Crédito,Puro,254368,208585
20252,VISA,Pré-Pago,Puro,1563397,155754
20251,VISA,Débito,Híbrido,441424,17793
20252,VISA,Crédito,Híbrido,92573,70757
20252,American Express,Crédito,Puro,31992,24344
20252,American Express,Crédito,Co-branded,15937,10822
20251,VISA,Crédito,Híbrido,1409415,758134
20252,MasterCard,Débito,Co-branded,36290177,8169921
20251,Elo,Crédito,Co-branded,1466990,628701
20252,MasterCard,Crédito,Híbrido,11606450,1790880
20252,Outras,Débito,Puro,93,26
20251,MasterCard,Crédito,Puro,99632486,46150478
20252,VISA,Pré-Pago,Co-branded,55132,755
20251,MasterCard,Crédito,Híbrido,11450157,1967746
20251,American Express,Crédito,Puro,57624,43760
20252,VISA,Crédito,Co-branded,211,100
20251,MasterCard,Crédito,Co-branded,56818093,28653776
20251,VISA,Crédito,Co-branded,13734819,4084371
20251,VISA,Crédito,Puro,8400406,6304317
20252,VISA,Crédito,Puro,9774442,6931421
20252,VISA,Débito,Puro,3338923,1093796
20251,MasterCard,Crédito,Puro,1123615,968830
20251,MasterCard,Pré-Pago,Puro,2291447,119107
20251,MasterCard,Crédito,Puro,8985147,6429072
20252,Elo,Crédito,Puro,2580241,1730228
20252,MasterCard,Crédito,Co-branded,2050888,1609349
20252,VISA,Crédito,Puro,8779342,2705234
20251,VISA,Crédito,Híbrido,673079,386043
20251,MasterCard,Pré-Pago,Puro,66352584,31086176
20251,Elo,Crédito,Híbrido,9988,6129
20251,Bandeira própria,Crédito,Co-branded,9568761,1640276
20251,MasterCard,Crédito,Co-branded,744677,588848
20251,MasterCard,Pré-Pago,Puro,3374057,150220
20251,Elo,Crédito,Puro,343243,314121
20251,American Express,Crédito,Co-branded,16512,11471
20251,MasterCard,Crédito,Co-branded,1095905,15265
20251,Elo,Débito,Puro,613577,512374
20251,MasterCard,Débito,Co-branded,175070,42503
20252,Elo,Crédito,Puro,9579811,3325297
20252,MasterCard,Débito,Puro,648418,289110
20251,Elo,Débito,Puro,950395,349956
20251,Outras,Débito,Puro,103,94
20251,MasterCard,Débito,Puro,2149650,346733
20252,Elo,Pré-Pago,Puro,269737,187691
20252,MasterCard,Pré-Pago,Puro,6070656,1354942
20251,VISA,Pré-Pago,Puro,2679715,751208
20252,Bandeira própria,Crédito,Puro,148080,34149
20251,MasterCard,Débito,Co-branded,32835202,7874149
20251,MasterCard,Débito,Puro,1050595,372791
20251,Elo,Crédito,Puro,4341663,2683083
20251,VISA,Débito,Puro,1468947,882599
20251,Elo,Débito,Puro,175554057,26029694
20252,VISA,Débito,Puro,193660688,49804726
20252,VISA,Crédito,Co-branded,388692,345045
20251,VISA,Crédito,Co-branded,6309725,395721
20252,American Express,Crédito,Puro,33713,24817
20251,MasterCard,Débito,Puro,1205972,198821
20252,Bandeira própria,Crédito,Híbrido,660609,279776
20251,VISA,Pré-Pago,Puro,14915,0
20252,Outras,Débito,Puro,4094950,1665133
20252,MasterCard,Crédito,Co-branded,8392,3428
20251,MasterCard,Pré-Pago,Puro,4115208,873127
20252,MasterCard,Débito,Puro,2457856,347016
20252,VISA,Débito,Co-branded,7542,2143
20251,Elo,Pré-Pago,Co-branded,2876,455
20252,Bandeira própria,Crédito,Co-branded,9595930,1649947
20252,Elo,Pré-Pago,Puro,772154,636341
20251,VISA,Crédito,Puro,10087134,6220591
20251,VISA,Débito,Puro,11116709,4896035
20251,MasterCard,Pré-Pago,Puro,4067021,1466760
20252,VISA,Débito,Híbrido,441425,15231
20251,Bandeira própria,Pré-Pago,Puro,2133323,1976407
20252,VISA,Pré-Pago,Puro,22397414,6326826
20252,American Express,Crédito,Puro,492959,395967
20251,Elo,Crédito,Puro,2537231,1756480
20252,MasterCard,Crédito,Híbrido,4697574,3820843
20252,Elo,Crédito,Co-branded,1555629,645754
20251,VISA,Crédito,Puro,24263875,13341754
20252,VISA,Crédito,Híbrido,20451,8446
20251,Elo,Pré-Pago,Puro,515248,14192
20251,VISA,Pré-Pago,Puro,1572034,168956
20252,VISA,Crédito,Híbrido,4999625,129776
20251,Outras,Débito,Puro,107203,97416
20252,MasterCard,Crédito,Co-branded,27356,3741
20251,MasterCard,Débito,Puro,401600,269408
20251,VISA,Crédito,Co-branded,227,111
20252,MasterCard,Crédito,Puro,23575343,15052634
20251,MasterCard,Débito,Puro,794362,299280
20252,VISA,Pré-Pago,Co-branded,733852,29637
20251,Elo,Crédito,Puro,150231,132507
20251,VISA,Crédito,Puro,7973802,2444860
20251,Elo,Crédito,Puro,9602654,3699741
20251,Elo,Crédito,Puro,384722,302383
20251,VISA,Crédito,Híbrido,4991621,172758
20252,MasterCard,Crédito,Co-branded,5638976,1359533
20251,Elo,Pré-Pago,Puro,6770,0
20252,MasterCard,Débito,Co-branded,647072,183974
20251,Elo,Pré-Pago,Puro,19516421,137846
20251,American Express,Crédito,Puro,33303,23931
20251,MasterCard,Crédito,Co-branded,1525690,1246544
20251,American Express,Crédito,Puro,32605,24741
20252,American Express,Crédito,Puro,606,401
20251,Hipercard,Crédito,Puro,29432,10788
20251,Outras,Crédito,Puro,988982,399300
20251,Outras,Crédito,Puro,1058751,230786
20251,MasterCard,Crédito,Co-branded,5616854,1421675
20252,MasterCard,Débito,Co-branded,1272061,21310
20252,MasterCard,Crédito,Co-branded,1096037,15306
20251,Bandeira própria,Crédito,Puro,7030502,2421356
20252,MasterCard,Crédito,Puro,99385150,45243238
20252,VISA,Crédito,Puro,37371854,15000994
