trimestre,nomeBandeira,nomeFuncao,modalidade,qtdCartoesEmitidos,qtdCartoesAtivos
20243,Outras,Débito,Puro,707,431
20252,MasterCard,Crédito,Puro,9214800,3838325
20243,MasterCard,Crédito,Híbrido,29688,19238
20244,VISA,Crédito,Co-branded,19972671,17801383
20252,Elo,Pré-Pago,Puro,527221,12079
20243,VISA,Pré-Pago,Puro,1495856,172356
20251,MasterCard,Débito,Puro,77919727,42558300
20243,Elo,Pré-Pago,Puro,484411,404200
20243,VISA,Débito,Puro,13801946,7536410
20251,VISA,Débito,Puro,3103077,1088826
20252,MasterCard,Pré-Pago,Puro,67838337,30735802
20252,MasterCard,Débito,Puro,380468,262891
20252,VISA,Crédito,Puro,24136126,13162235
20244,Outras,Débito,Puro,110,110
20242,MasterCard,Crédito,Puro,7130821,5169399
20244,Bandeira própria,Crédito,Puro,6793434,2281009
20252,MasterCard,Crédito,Puro,1044341,688036
20243,Elo,Crédito,Co-branded,1256911,576024
20251,MasterCard,Crédito,Híbrido,596107,397735
20251,VISA,Crédito,Co-branded,416679,363647
20242,VISA,Crédito,Co-branded,12822680,3937793
20242,VISA,Débito,Puro,10410868,5087609
20252,Hipercard,Crédito,Puro,395,15
20251,VISA,Crédito,Co-branded,425431,389941
20251,Hipercard,Crédito,Puro,396,15
20244,VISA,Pré-Pago,Puro,83876762,16691826
20242,Bandeira própria,Crédito,Híbrido,663861,295470
20252,Bandeira própria,Pré-Pago,Puro,2109982,1815526
20252,MasterCard,Crédito,Híbrido,645727,423546
20252,VISA,Débito,Puro,7139921,3162530
20242,Elo,Pré-Pago,Puro,4384310,3148317
20243,VISA,Crédito,Puro,22882973,12303631
20242,Elo,Crédito,Puro,9750700,3373192
20244,MasterCard,Pré-Pago,Puro,64367438,31090715
20244,VISA,Crédito,Puro,8646678,6309881
20243,MasterCard,Pré-Pago,Puro,14129891,856989
20252,Outras,Crédito,Puro,1033531,303623
20251,VISA,Débito,Co-branded,704316,32180
20243,MasterCard,Crédito,Híbrido,21779528,7390968
20244,MasterCard,Débito,Puro,1732038,327460
20244,VISA,Pré-Pago,Puro,1543266,170755
20252,VISA,Débito,Co-branded,275076,247568
20243,MasterCard,Crédito,Co-branded,1095377,15092
20244,VISA,Crédito,Híbrido,632097,360663
20243,MasterCard,Crédito,Puro,82272788,18896587
20251,VISA,Pré-Pago,Puro,17655786,3307365
20252,MasterCard,Pré-Pago,Puro,3208924,144203
20251,MasterCard,Crédito,Híbrido,68495,50330
20251,Elo,Pré-Pago,Puro,240923,166525
20252,VISA,Débito,Puro,1573692,944880
20242,VISA,Débito,Puro,174781226,42712377
20242,VISA,Crédito,Puro,2868434,898660
20244,Bandeira própria,Pré-Pago,Puro,2044904,1903924
20252,Elo,Pré-Pago,Co-branded,3104,403
20244,MasterCard,Crédito,Híbrido,22843915,7479390
20252,VISA,Crédito,Puro,4081158,2110697
20244,Elo,Crédito,Híbrido,9770,5534
20244,MasterCard,Crédito,Puro,8299752,5992926
20242,VISA,Crédito,Híbrido,7080947,2682131
20242,American Express,Crédito,Puro,315511,195772
20252,MasterCard,Pré-Pago,Puro,2304580,112462
20251,VISA,Débito,Puro,225274279,50328520
20242,VISA,Crédito,Puro,8308992,5399906
20244,VISA,Crédito,Puro,9429213,5938240
20242,MasterCard,Débito,Puro,66231372,42596281
20243,MasterCard,Débito,Co-branded,262096,29895
20243,Hipercard,Crédito,Puro,11,3
20252,Outras,Crédito,Puro,1033286,398841
20252,VISA,Débito,Puro,15376920,7568257
20252,MasterCard,Pré-Pago,Puro,742596,255422
20252,American Express,Crédito,Co-branded,37827,29392
20251,MasterCard,Débito,Puro,73432487,11131606
20252,Hipercard,Crédito,Puro,17939,5951
20251,MasterCard,Crédito,Híbrido,6994472,2372103
20251,Elo,Pré-Pago,Puro,77341,71
20243,VISA,Crédito,Híbrido,36096,29433
20251,Outras,Débito,Puro,4113072,1667785
20251,MasterCard,Crédito,Co-branded,249248,9360
20243,Elo,Crédito,Puro,9194063,3229316
20251,American Express,Pré-Pago,Puro,39,10
20243,Elo,Pré-Pago,Puro,18555762,102515
20244,MasterCard,Crédito,Híbrido,4835764,4126303
20242,VISA,Crédito,Co-branded,496722,447125
20252,MasterCard,Débito,Puro,76149546,43130895
20251,Elo,Crédito,Puro,27029,15237
20252,Elo,Crédito,Puro,363380,333629
20252,Bandeira própria,Crédito,Puro,7255678,2496797
20251,VISA,Débito,Puro,6821894,3064798
20243,Outras,Débito,Puro,4127695,1666862
20244,MasterCard,Débito,Puro,783350,185504
20252,MasterCard,Crédito,Co-branded,929245,756740
20243,American Express,Crédito,Puro,165,165
20243,VISA,Crédito,Co-branded,18464634,16316708
20243,MasterCard,Crédito,Co-branded,1225524,954697
20244,VISA,Débito,Híbrido,101564,51359
20242,MasterCard,Crédito,Puro,5660226,554759
20251,VISA,Crédito,Puro,9121671,6553463
20243,VISA,Crédito,Puro,3215232,1783436
20243,MasterCard,Débito,Puro,578063,348752
20252,VISA,Crédito,Co-branded,6339270,394586
20252,MasterCard,Crédito,Híbrido,42244,19388
20252,MasterCard,Crédito,Puro,6204076,1868434
20252,Elo,Débito,Puro,988397,336498
20243,VISA,Débito,Puro,10331983,5030414
20252,MasterCard,Débito,Co-branded,18589,3424
20242,MasterCard,Crédito,Híbrido,481775,338178
20243,VISA,Débito,Puro,5829503,2968097
20243,MasterCard,Crédito,Puro,5922185,1765684
20244,VISA,Crédito,Co-branded,454339,398306
20243,VISA,Crédito,Co-branded,13086818,3898570
20242,MasterCard,Crédito,Puro,7395531,3238644
20252,VISA,Crédito,Co-branded,430140,403668
20244,VISA,Pré-Pago,Puro,12926,463
20242,VISA,Pré-Pago,Puro,68105009,14374131
20252,American Express,Crédito,Puro,302834,229901
20252,VISA,Pré-Pago,Puro,2657644,753603
20251,VISA,Pré-Pago,Puro,90240629,17568747
20243,Bandeira própria,Débito,Puro,22027,9333
20251,VISA,Pré-Pago,Puro,41,25
20242,Elo,Débito,Puro,667957,555503
20252,VISA,Débito,Híbrido,88044,74843
20244,MasterCard,Pré-Pago,Puro,2225551,124277
20243,MasterCard,Crédito,Co-branded,46315696,24423009
20244,MasterCard,Crédito,Co-branded,1289283,1031820
20243,MasterCard,Débito,Puro,915143,447611
20244,VISA,Crédito,Puro,7712645,2251779
20242,Elo,Crédito,Co-branded,1144484,540729
20251,American Express,Crédito,Puro,567,334
20251,VISA,Pré-Pago,Puro,24320182,6680001
20251,MasterCard,Débito,Co-branded,411347,108202
20243,American Express,Crédito,Puro,495769,389063
20244,Elo,Crédito,Puro,4128964,2433502
20243,MasterCard,Crédito,Puro,5714161,635124
20242,VISA,Débito,Híbrido,441373,30517
20244,Outras,Débito,Puro,107423,107423
20252,Elo,Crédito,Puro,254368,208585
20252,VISA,Pré-Pago,Puro,1563397,155754
20251,VISA,Débito,Híbrido,441424,17793
20243,VISA,Pré-Pago,Puro,10752,330
20252,American Express,Crédito,Puro,31992,24344
20243,VISA,Crédito,Puro,5328961,1197719
20252,American Express,Crédito,Co-branded,15937,10822
20243,Elo,Débito,Puro,1098446,380847
20252,MasterCard,Débito,Co-branded,36290177,8169921
20251,Elo,Crédito,Co-branded,1466990,628701
20244,Elo,Débito,Puro,629145,513171
20243,MasterCard,Débito,Puro,39769971,12379747
20243,Elo,Débito,Puro,658048,536200
20244,VISA,Crédito,Híbrido,9160524,3405867
20252,Outras,Débito,Puro,93,26
20243,Elo,Pré-Pago,Co-branded,2108524,1501557
20243,MasterCard,Débito,Co-branded,30,2
20242,VISA,Crédito,Híbrido,36397,9769
20252,VISA,Pré-Pago,Co-branded,55132,755
20251,MasterCard,Crédito,Híbrido,11450157,1967746
20242,Elo,Crédito,Híbrido,14716,4633
20244,VISA,Pré-Pago,Puro,17611496,3641842
20252,VISA,Crédito,Co-branded,211,100
20251,MasterCard,Crédito,Co-branded,56818093,28653776
20251,VISA,Crédito,Co-branded,13734819,4084371
20244,Elo,Pré-Pago,Puro,6770,0
20244,MasterCard,Crédito,Puro,85148832,18770850
20252,VISA,Débito,Puro,3338923,1093796
20251,MasterCard,Crédito,Puro,1123615,968830
20251,MasterCard,Pré-Pago,Puro,2291447,119107
20244,MasterCard,Débito,Puro,72230621,41970005
20251,MasterCard,Crédito,Puro,8985147,6429072
20252,Elo,Crédito,Puro,2580241,1730228
20244,VISA,Crédito,Puro,35369555,14042267
20252,VISA,Crédito,Puro,8779342,2705234
20251,VISA,Crédito,Híbrido,673079,386043
20251,MasterCard,Pré-Pago,Puro,66352584,31086176
20243,VISA,Crédito,Híbrido,9298072,3563168
20243,MasterCard,Pré-Pago,Puro,9980660,4459153
20244,Elo,Crédito,Puro,9400942,3593808
20251,MasterCard,Crédito,Co-branded,744677,588848
20244,MasterCard,Débito,Puro,939375,377449
20242,Elo,Débito,Puro,203348580,36332069
20242,VISA,Crédito,Puro,31516726,12634933
20242,VISA,Crédito,Puro,8641378,6320263
20244,VISA,Crédito,Puro,3345522,1837766
20242,VISA,Crédito,Puro,658358,365254
20244,Elo,Pré-Pago,Puro,332858,238
20244,MasterCard,Pré-Pago,Puro,3302363,655561
20244,MasterCard,Crédito,Híbrido,44598,31797
20244,VISA,Crédito,Co-branded,6281337,399480
20244,MasterCard,Pré-Pago,Puro,4302818,929210
20243,MasterCard,Crédito,Co-branded,5550842,1449346
20252,MasterCard,Crédito,Puro,87755271,18043003
20244,Hipercard,Crédito,Puro,397,15
20242,Elo,Pré-Pago,Co-branded,2078,312
20252,MasterCard,Crédito,Puro,2809554,733821
20251,MasterCard,Débito,Co-branded,1273279,64985
20251,American Express,Crédito,Co-branded,16512,11471
20243,Bandeira própria,Crédito,Híbrido,662890,291147
20243,VISA,Crédito,Co-branded,472473,418895
20251,VISA,Crédito,Híbrido,22089,8501
20252,Elo,Pré-Pago,Puro,2856342,1974328
20242,American Express,Crédito,Puro,29398,20109
20252,MasterCard,Pré-Pago,Puro,10972389,4562844
20251,Elo,Débito,Puro,613577,512374
20244,VISA,Débito,Co-branded,224762,202286
20251,MasterCard,Débito,Co-branded,175070,42503
20251,MasterCard,Crédito,Puro,23284907,15779927
20242,Outras,Débito,Puro,707,281
20252,VISA,Crédito,Híbrido,714480,404618
20243,Elo,Crédito,Puro,456569,313150
20242,Elo,Crédito,Puro,270120,248100
20251,VISA,Pré-Pago,Co-branded,44230,508
20244,Outras,Crédito,Puro,966527,430452
20242,MasterCard,Crédito,Co-branded,1095155,14960
20243,VISA,Pré-Pago,Puro,3833787,40
20242,MasterCard,Débito,Puro,2024059,450298
20251,Outras,Débito,Puro,103,94
20251,MasterCard,Débito,Puro,2149650,346733
20242,American Express,Crédito,Puro,58914,42201
20243,Hipercard,Crédito,Puro,296380,277375
20243,Bandeira própria,Crédito,Puro,6459211,2240790
20251,Elo,Pré-Pago,Puro,2663039,2012922
20251,Bandeira própria,Crédito,Puro,150141,31512
20243,MasterCard,Débito,Co-branded,108459,17953
20251,American Express,Crédito,Puro,494942,399474
20244,MasterCard,Crédito,Híbrido,11585485,2322307
20242,Bandeira própria,Pré-Pago,Puro,1051867,975325
20242,MasterCard,Débito,Puro,901002,466261
20244,American Express,Crédito,Puro,57735,43088
20242,MasterCard,Crédito,Puro,6574505,1816694
20251,VISA,Débito,Puro,14854954,7463320
20243,MasterCard,Pré-Pago,Puro,2194556,84360
20252,MasterCard,Crédito,Híbrido,7677079,2554230
20242,VISA,Crédito,Co-branded,354158,316927
20243,VISA,Crédito,Puro,9806956,7274071
20252,Elo,Pré-Pago,Puro,19866822,42570
20243,Elo,Pré-Pago,Puro,2215653,781
20243,Hipercard,Crédito,Puro,396,15
20242,Bandeira própria,Crédito,Puro,23660,8316
20244,MasterCard,Crédito,Puro,22415560,15338196
20242,American Express,Crédito,Puro,35545,20900
20242,VISA,Pré-Pago,Puro,1779234,582170
20252,MasterCard,Crédito,Co-branded,60231871,30909721
20242,Hipercard,Crédito,Puro,398,15
20251,MasterCard,Débito,Co-branded,32835202,7874149
20243,MasterCard,Débito,Co-branded,28372434,7600198
20252,Elo,Crédito,Puro,390323,290244
20251,MasterCard,Débito,Puro,1050595,372791
20243,VISA,Débito,Co-branded,621045,33316
20243,Outras,Crédito,Puro,1049958,236893
20251,Elo,Crédito,Co-branded,838051,102453
20251,MasterCard,Crédito,Híbrido,23875909,7521184
20251,Elo,Crédito,Puro,4341663,2683083
20244,Elo,Débito,Híbrido,193313,109267
20251,VISA,Débito,Puro,1468947,882599
20252,MasterCard,Pré-Pago,Puro,4783790,1040509
20251,Elo,Débito,Puro,175554057,26029694
20242,MasterCard,Débito,Puro,547983,330578
20252,Elo,Débito,Híbrido,206312,129560
20242,VISA,Crédito,Híbrido,571476,332368
20242,VISA,Pré-Pago,Puro,8563,231
20242,VISA,Crédito,Híbrido,28540,23071
20244,Elo,Pré-Pago,Co-branded,2320243,1633220
20251,VISA,Crédito,Co-branded,6309725,395721
20243,VISA,Crédito,Puro,8643479,6273035
20252,American Express,Crédito,Puro,56527,43072
20244,VISA,Crédito,Híbrido,22748,8919
20251,MasterCard,Débito,Puro,1205972,198821
20252,MasterCard,Débito,Puro,1044163,370634
20244,MasterCard,Crédito,Puro,97579022,45941743
20242,VISA,Débito,Co-branded,559417,34184
20251,VISA,Pré-Pago,Puro,14915,0
20242,American Express,Crédito,Puro,428,428
20243,VISA,Pré-Pago,Puro,1682123,559847
20243,MasterCard,Crédito,Co-branded,308460,10128
20242,Elo,Pré-Pago,Puro,38813247,308784
20243,VISA,Débito,Puro,2230894,794448
20243,Elo,Crédito,Co-branded,844035,150276
20243,MasterCard,Pré-Pago,Puro,62547790,30857753
20243,Elo,Crédito,Puro,3940827,2295667
20242,MasterCard,Pré-Pago,Puro,9587399,4330983
20251,MasterCard,Pré-Pago,Puro,4115208,873127
20252,MasterCard,Débito,Puro,2457856,347016
20252,Elo,Pré-Pago,Puro,6770,0
20251,VISA,Débito,Co-branded,260842,234758
20252,Elo,Pré-Pago,Co-branded,3723933,1985234
20243,VISA,Crédito,Puro,677068,371731
20243,VISA,Crédito,Híbrido,24906,9289
20252,Bandeira própria,Crédito,Co-branded,9595930,1649947
20244,MasterCard,Crédito,Co-branded,1095481,15137
20242,MasterCard,Crédito,Co-branded,9,1
20251,VISA,Crédito,Puro,10087134,6220591
20251,VISA,Débito,Puro,11116709,4896035
20242,VISA,Pré-Pago,Co-branded,2763,28
20244,MasterCard,Crédito,Co-branded,249004,10711
20244,Elo,Pré-Pago,Co-branded,2655,402
20243,MasterCard,Pré-Pago,Puro,2489144,486343
20252,VISA,Débito,Híbrido,441425,15231
20251,Elo,Pré-Pago,Co-branded,3154344,1815971
20243,MasterCard,Crédito,Puro,3048550,969545
20243,Elo,Crédito,Híbrido,9762,5516
20242,VISA,Débito,Puro,1948655,1132993
20252,American Express,Crédito,Puro,492959,395967
20244,Outras,Crédito,Puro,1031630,229115
20251,Elo,Crédito,Puro,2537231,1756480
20251,VISA,Crédito,Puro,683712,371268
20242,MasterCard,Débito,Co-branded,27204784,7510652
20244,MasterCard,Crédito,Puro,1232511,1084742
20244,Hipercard,Crédito,Puro,278021,259516
20252,Outras,Débito,Puro,96886,78630
20252,VISA,Crédito,Híbrido,6845936,1686436
20242,American Express,Crédito,Co-branded,33283,25617
20244,MasterCard,Crédito,Puro,8448531,3520960
20242,Elo,Crédito,Puro,261863,223376
20243,MasterCard,Pré-Pago,Puro,4022253,940899
20244,Elo,Crédito,Puro,252863,211879
20242,Hipercard,Crédito,Puro,11,3
20244,Bandeira própria,Crédito,Híbrido,663305,287250
20244,MasterCard,Débito,Co-branded,1278246,41952
20243,VISA,Crédito,Co-branded,6256396,402779
20244,VISA,Débito,Puro,1376489,815380
20251,VISA,Crédito,Híbrido,6510747,1634635
20243,VISA,Crédito,Co-branded,353,332
20244,Elo,Crédito,Puro,419012,316762
20244,American Express,Crédito,Puro,33287,25180
20242,MasterCard,Crédito,Co-branded,308367,7938
20251,VISA,Pré-Pago,Puro,1572034,168956
20251,American Express,Crédito,Co-branded,38172,30173
20242,Bandeira própria,Crédito,Puro,6187252,1775576
20243,VISA,Crédito,Híbrido,590619,341605
20242,MasterCard,Crédito,Co-branded,41257237,21593880
20244,MasterCard,Débito,Puro,33182826,10877948
20242,MasterCard,Crédito,Híbrido,4715046,4214210
20242,VISA,Débito,Puro,1015968,583957
20242,MasterCard,Débito,Puro,708942,182247
20252,MasterCard,Crédito,Co-branded,11872782,130834
20244,Elo,Pré-Pago,Puro,210546,145148
20244,VISA,Débito,Puro,6125555,3015183
20244,American Express,Crédito,Puro,32917,22794
20252,MasterCard,Crédito,Co-branded,27356,3741
20244,Elo,Crédito,Puro,2624591,1817275
20251,MasterCard,Débito,Puro,401600,269408
20242,Elo,Crédito,Co-branded,847854,171231
20251,VISA,Crédito,Co-branded,227,111
20251,VISA,Crédito,Híbrido,1409415,758134
20244,Elo,Pré-Pago,Puro,762217,125947
20252,MasterCard,Crédito,Puro,23575343,15052634
20243,Bandeira própria,Crédito,Puro,145561,30537
20243,VISA,Débito,Puro,1179474,693473
20242,VISA,Crédito,Puro,23274252,12651092
20244,American Express,Crédito,Puro,496251,404409
20251,MasterCard,Crédito,Puro,99632486,46150478
20244,MasterCard,Crédito,Co-branded,51025959,26291963
20251,American Express,Crédito,Puro,57624,43760
20251,MasterCard,Débito,Puro,794362,299280
20244,MasterCard,Crédito,Puro,6114726,1809975
20251,VISA,Crédito,Puro,8400406,6304317
20252,VISA,Crédito,Puro,9774442,6931421
20242,Outras,Débito,Puro,358649,46216
20244,MasterCard,Débito,Co-branded,29760788,5024634
20244,MasterCard,Pré-Pago,Puro,13975279,157477
20243,VISA,Pré-Pago,Co-branded,15029,118
20243,VISA,Débito,Puro,184445478,45464319
20243,VISA,Crédito,Puro,8875134,5632995
20243,MasterCard,Débito,Puro,432810,290127
20244,Elo,Pré-Pago,Puro,2511241,1827545
20243,Outras,Débito,Puro,363697,45148
20251,MasterCard,Pré-Pago,Puro,3374057,150220
20243,VISA,Débito,Híbrido,441416,26076
20243,VISA,Pré-Pago,Puro,26555877,7421246
20244,American Express,Crédito,Puro,302172,225117
20252,MasterCard,Débito,Co-branded,230527,61686
20242,Outras,Débito,Puro,4113858,1644000
20251,Elo,Crédito,Puro,343243,314121
20242,VISA,Débito,Puro,1981457,728906
20251,MasterCard,Crédito,Co-branded,1095905,15265
20243,Elo,Pré-Pago,Puro,6770,0
20251,VISA,Crédito,Puro,3958674,2202820
20244,MasterCard,Crédito,Híbrido,560999,381054
20243,VISA,Débito,Híbrido,101563,51352
20242,Bandeira própria,Crédito,Co-branded,6729631,1302874
20242,VISA,Débito,Híbrido,91889,91668
20242,MasterCard,Crédito,Co-branded,1170783,904798
20243,MasterCard,Débito,Puro,741164,183730
20251,MasterCard,Crédito,Puro,6184338,1838284
20252,MasterCard,Débito,Puro,648418,289110
20242,VISA,Pré-Pago,Puro,16716665,3954387
20251,VISA,Crédito,Híbrido,4991621,172758
20242,Elo,Pré-Pago,Puro,143843,90834
20244,MasterCard,Débito,Puro,616244,300676
20242,Elo,Débito,Puro,1007410,403496
20244,MasterCard,Débito,Puro,410752,271763
20252,Elo,Pré-Pago,Puro,269737,187691
20243,VISA,Crédito,Híbrido,7090896,2526257
20252,VISA,Crédito,Puro,684561,359898
20244,MasterCard,Pré-Pago,Puro,10358699,4580900
20252,MasterCard,Crédito,Híbrido,74555,57151
20244,Outras,Débito,Puro,4129391,1668714
20251,VISA,Crédito,Co-branded,21898838,19697831
20242,MasterCard,Crédito,Híbrido,11311387,2449566
20244,MasterCard,Crédito,Co-branded,15,4
20243,Elo,Crédito,Puro,281164,210177
20242,MasterCard,Crédito,Puro,1911322,1002426
20251,Elo,Pré-Pago,Puro,6770,0
20242,VISA,Débito,Co-branded,298979,269081
20244,Elo,Crédito,Puro,310153,294445
20252,MasterCard,Débito,Co-branded,647072,183974
20252,VISA,Débito,Puro,193660688,49804726
20243,American Express,Crédito,Co-branded,16132,13153
20242,Elo,Crédito,Puro,184301,123397
20242,MasterCard,Débito,Puro,427463,297322
20252,MasterCard,Crédito,Puro,9463751,6829999
20252,VISA,Crédito,Co-branded,388692,345045
20243,MasterCard,Crédito,Co-branded,11,1
20242,VISA,Débito,Puro,13931411,7608396
20243,American Express,Crédito,Puro,306497,219846
20242,VISA,Crédito,Co-branded,14908036,13031313
20242,American Express,Crédito,Puro,504568,388580
20252,Outras,Débito,Puro,4094950,1665133
20242,Elo,Débito,Híbrido,168582,91781
20252,MasterCard,Crédito,Co-branded,8392,3428
20252,MasterCard,Débito,Puro,848912,199313
20244,VISA,Crédito,Híbrido,47265,39257
20244,VISA,Débito,Híbrido,441423,21662
20242,Elo,Pré-Pago,Puro,3692755,1320
20252,VISA,Débito,Co-branded,7542,2143
20243,MasterCard,Débito,Puro,67781162,43498183
20251,VISA,Crédito,Híbrido,81188,62107
20251,Elo,Pré-Pago,Co-branded,2876,455
20242,MasterCard,Crédito,Híbrido,12795,10206
20252,Elo,Pré-Pago,Puro,772154,636341
20243,MasterCard,Pré-Pago,Puro,4021576,1958250
20242,Outras,Débito,Co-branded,31745,40
20244,Elo,Crédito,Puro,143556,128069
20251,Bandeira própria,Pré-Pago,Puro,2133323,1976407
20243,MasterCard,Crédito,Puro,21964463,15202239
20244,VISA,Crédito,Puro,686763,374386
20252,VISA,Pré-Pago,Puro,22397414,6326826
20243,MasterCard,Débito,Puro,2107753,457575
20244,Bandeira própria,Crédito,Co-branded,9345211,1586368
20244,MasterCard,Crédito,Puro,2944983,916825
20242,Outras,Crédito,Puro,1062531,246932
20252,VISA,Pré-Pago,Puro,97281499,18273611
20242,MasterCard,Pré-Pago,Puro,2162916,375765
20244,MasterCard,Crédito,Co-branded,11879598,193937
20252,VISA,Crédito,Híbrido,20451,8446
20243,Bandeira própria,Pré-Pago,Puro,1031380,916285
20244,VISA,Débito,Puro,186843491,47613952
20251,MasterCard,Crédito,Híbrido,41919,20173
20244,VISA,Pré-Pago,Puro,2047870,588251
20243,Elo,Pré-Pago,Puro,39347493,215959
20251,Elo,Pré-Pago,Puro,515248,14192
20252,VISA,Pré-Pago,Puro,16742436,2843315
20242,MasterCard,Débito,Co-branded,102830,15997
20251,Outras,Crédito,Puro,988982,399300
20242,MasterCard,Crédito,Co-branded,11889984,220083
20252,American Express,Pré-Pago,Puro,39,14
20243,Elo,Pré-Pago,Co-branded,2280,308
20242,Bandeira própria,Débito,Puro,23660,8316
20242,MasterCard,Débito,Co-branded,252307,23870
20244,VISA,Pré-Pago,Puro,25649338,7087037
20243,MasterCard,Crédito,Puro,7744803,5596573
20252,VISA,Crédito,Híbrido,92573,70757
20251,MasterCard,Crédito,Co-branded,5616854,1421675
20252,MasterCard,Débito,Co-branded,1272061,21310
20252,MasterCard,Crédito,Co-branded,1096037,15306
20243,Elo,Pré-Pago,Puro,3253423,2959689
20252,MasterCard,Crédito,Híbrido,11606450,1790880
20243,VISA,Crédito,Puro,33012657,12081556
20251,Bandeira própria,Crédito,Puro,7030502,2421356
20252,VISA,Pré-Pago,Co-branded,733852,29637
20242,Bandeira própria,Crédito,Co-branded,9329163,1678212
20252,MasterCard,Crédito,Co-branded,2050888,1609349
20244,MasterCard,Crédito,Co-branded,600792,463140
20242,MasterCard,Crédito,Co-branded,5536281,1519593
20251,Bandeira própria,Crédito,Co-branded,9568761,1640276
20244,VISA,Crédito,Co-branded,258,125
20252,Elo,Crédito,Híbrido,35888,6230
20252,VISA,Crédito,Co-branded,14029061,3916647
20243,MasterCard,Crédito,Híbrido,11431082,2398075
20242,VISA,Débito,Puro,2,2
20242,American Express,Crédito,Co-branded,17036,14289
20251,Elo,Crédito,Puro,384722,302383
20242,Hipercard,Crédito,Puro,461871,426888
20252,Elo,Crédito,Puro,9579811,3325297
20252,Elo,Pré-Pago,Puro,77154,67
20242,MasterCard,Débito,Co-branded,1348576,99469
