trimestre,nomeBandeira,nomeFuncao,modalidade,qtdCartoesEmitidos,qtdCartoesAtivos
20252,Bandeira própria,Crédito,Co-branded,9595930,1649947
20244,MasterCard,Crédito,Co-branded,1095481,15137
20251,VISA,Crédito,Puro,10087134,6220591
20251,VISA,Débito,Puro,11116709,4896035
20244,MasterCard,Crédito,Co-branded,249004,10711
20244,Elo,Pré-Pago,Co-branded,2655,402
20252,VISA,Débito,Híbrido,441425,15231
20251,Bandeira própria,Pré-Pago,Puro,2133323,1976407
20252,VISA,Pré-Pago,Puro,121913,29636
20252,VISA,Pré-Pago,Puro,22397414,6326826
20252,American Express,Crédito,Puro,492959,395967
20244,Bandeira própria,Crédito,Co-branded,9345211,1586368
20251,Elo,Crédito,Puro,2537231,1756480
20244,MasterCard,Crédito,Puro,2944983,916825
20252,VISA,Pré-Pago,Puro,97281499,18273611
20252,Elo,Crédito,Co-branded,1555629,645754
20244,MasterCard,Crédito,Co-branded,11879598,193937
20244,MasterCard,Crédito,Puro,8448531,3520960
20252,VISA,Crédito,Híbrido,20451,8446
20244,VISA,Crédito,Puro,23657048,13087160
20251,MasterCard,Crédito,Híbrido,41919,20173
20244,MasterCard,Débito,Co-branded,1278246,41952
20244,VISA,Débito,Puro,1376489,815380
20251,Elo,Pré-Pago,Puro,515248,14192
20244,Elo,Crédito,Puro,419012,316762
20252,VISA,Pré-Pago,Puro,16742436,2843315
20251,VISA,Pré-Pago,Puro,1572034,168956
20251,American Express,Crédito,Co-branded,38172,30173
20244,VISA,Pré-Pago,Puro,8,1
20244,Elo,Pré-Pago,Puro,210546,145148
20244,VISA,Pré-Pago,Puro,25649338,7087037
20244,American Express,Crédito,Puro,32917,22794
20252,MasterCard,Crédito,Co-branded,27356,3741
20252,VISA,Crédito,Híbrido,92573,70757
20251,MasterCard,Débito,Puro,401600,269408
20251,VISA,Crédito,Co-branded,227,111
20244,Elo,Pré-Pago,Puro,762217,125947
20252,MasterCard,Crédito,Puro,23575343,15052634
20244,American Express,Crédito,Puro,496251,404409
20244,MasterCard,Crédito,Co-branded,51025959,26291963
20251,MasterCard,Débito,Puro,794362,299280
20244,MasterCard,Crédito,Puro,6114726,1809975
20251,VISA,Crédito,Puro,8400406,6304317
20252,VISA,Crédito,Puro,9774442,6931421
20244,Bandeira própria,Crédito,Puro,146980,31953
20244,MasterCard,Débito,Co-branded,29760788,5024634
20244,MasterCard,Pré-Pago,Puro,13975279,157477
20252,MasterCard,Crédito,Co-branded,2050888,1609349
20244,MasterCard,Crédito,Co-branded,600792,463140
20251,VISA,Crédito,Puro,7973802,2444860
20251,Bandeira própria,Crédito,Co-branded,9568761,1640276
20244,VISA,Crédito,Co-branded,258,125
20252,VISA,Crédito,Co-branded,14029061,3916647
20244,MasterCard,Pré-Pago,Puro,4046856,1763097
20251,MasterCard,Crédito,Co-branded,1095905,15265
20244,MasterCard,Crédito,Híbrido,560999,381054
20251,Elo,Crédito,Puro,384722,302383
20252,Elo,Pré-Pago,Puro,77154,67
20251,VISA,Crédito,Híbrido,4991621,172758
20244,MasterCard,Débito,Puro,616244,300676
20244,MasterCard,Pré-Pago,Puro,10358699,4580900
20251,VISA,Pré-Pago,Puro,2679715,751208
20251,Elo,Pré-Pago,Puro,6770,0
20252,MasterCard,Débito,Co-branded,647072,183974
20244,MasterCard,Pré-Pago,Puro,648224,250026
20252,VISA,Crédito,Co-branded,388692,345045
20252,American Express,Crédito,Puro,33713,24817
20251,American Express,Crédito,Puro,33303,23931
20251,MasterCard,Crédito,Co-branded,1525690,1246544
20251,American Express,Crédito,Puro,32605,24741
20252,Elo,Pré-Pago,Puro,772154,636341
20251,MasterCard,Pré-Pago,Puro,4067021,1466760
20244,Elo,Crédito,Puro,143556,128069
20251,Hipercard,Crédito,Puro,29432,10788
20251,MasterCard,Crédito,Híbrido,4876668,4079376
20252,MasterCard,Crédito,Híbrido,4697574,3820843
20251,VISA,Crédito,Puro,24263875,13341754
20244,VISA,Crédito,Co-branded,13448217,3875502
20251,Outras,Crédito,Puro,988982,399300
20244,VISA,Pré-Pago,Co-branded,31447,299
20251,Bandeira própria,Crédito,Híbrido,661818,283607
20251,MasterCard,Crédito,Co-branded,5616854,1421675
20252,MasterCard,Débito,Co-branded,1272061,21310
20252,MasterCard,Crédito,Co-branded,1096037,15306
20251,Bandeira própria,Crédito,Puro,7030502,2421356
20252,VISA,Pré-Pago,Co-branded,733852,29637
20244,VISA,Débito,Co-branded,672621,33665
20244,Bandeira própria,Crédito,Co-branded,7421638,1477059
20251,Elo,Crédito,Puro,9602654,3699741
20244,Outras,Débito,Co-branded,1292,1292
20252,MasterCard,Pré-Pago,Puro,6070656,1354942
20252,MasterCard,Crédito,Co-branded,5638976,1359533
20244,VISA,Crédito,Híbrido,6712824,2064111
20251,Elo,Pré-Pago,Puro,19516421,137846
20244,MasterCard,Crédito,Híbrido,6415139,2359175
20244,Elo,Débito,Puro,1062155,352712
20252,American Express,Crédito,Puro,606,401
20244,VISA,Débito,Puro,10258141,4879883
20252,VISA,Crédito,Híbrido,4999625,129776
20251,Outras,Débito,Puro,107203,97416
20252,MasterCard,Crédito,Puro,99385150,45243238
20251,Elo,Crédito,Puro,150231,132507
20252,VISA,Crédito,Puro,37371854,15000994
20251,Outras,Crédito,Puro,1058751,230786
